"address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","neighborhood","postal_code","review_count","stars","state","type"
"Boulevard Mall, 3480 S Maryland Pkwy","Alcohol: none,BikeParking: True,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True},Caters: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},RestaurantsPriceRange2: 2,GoodForKids: True","9li2xKBUybR_7JGiCwo6Gg","Pizza,Restaurants","Las Vegas","Monday 10:0-21:0,Tuesday 10:0-21:0,Wednesday 10:0-21:0,Thursday 10:0-21:0,Friday 10:0-21:0,Saturday 10:0-21:0,Sunday 12:0-19:0",1,36.1259335,-115.1352534,"Pizza N Pizza","Eastside",89169,19,3,"NV","business"
"2520 S Eastern Ave","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: False,WiFi: no","CsVCUymHT99HjyLuHNtUjA","Sandwiches,Restaurants,Fast Food","Las Vegas","",1,36.1438534,-115.1180773,"Subway","Eastside",89169,5,1,"NV","business"
"6949 N Durango Dr","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","c_3abcaptUG0d4A4LWMe7w","Restaurants,Fast Food","Las Vegas","",1,36.2862541642,-115.288156271,"Carl's Jr.","Centennial",89149,29,2.5,"NV","business"
"3240 Arville St","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","Dfbg3m2ce1VUzJ5i6Z7IuA","Restaurants,Mexican","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-21:0,Saturday 11:0-21:0",0,36.1307616627,-115.199026038,"Desnudo Tacos","Westside",89102,58,4,"NV","business"
"3375 S Decatur Blvd, Ste 11","BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},RestaurantsAttire: casual,RestaurantsPriceRange2: 2,WheelchairAccessible: True","tE3EtnE80cGMm_LF8ufyCg","Grocery,Food,Restaurants,British","Las Vegas","",0,36.128606,-115.208703,"British Foods","Westside",89102,3,4.5,"NV","business"
"907 S Rainbow Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","Yk23uco9_lru4frmDe8Krg","Mexican,Fast Food,Restaurants","Las Vegas","",1,36.1614975,-115.2439939,"Roberto's Taco Shop","Westside",89145,36,2.5,"NV","business"
"Sahara Hotel, 2535 Las Vegas Blvd S","Alcohol: full_bar,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False},OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True","usYgG3D5SLGym90zTFG7QA","American (Traditional),Restaurants","Las Vegas","Monday 7:0-23:0,Tuesday 7:0-23:0,Wednesday 7:0-23:0,Thursday 7:0-23:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",0,36.124423,-115.146372,"The Caravan Cafe","Eastside",89109,17,3,"NV","business"
"4416 E Bonanza Blvd","Alcohol: none,BikeParking: True,BusinessAcceptsCreditCards: True,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","tSbs8i_9Hlaommupjgn63Q","Restaurants,Chinese,Fast Food","Las Vegas","Monday 9:30-22:30,Tuesday 9:30-22:30,Wednesday 9:30-22:30,Thursday 9:30-22:30,Friday 9:30-22:30,Saturday 9:30-22:30,Sunday 9:30-22:30",1,36.1739844,-115.0797206,"Panda Express","Sunrise",89110,12,3,"NV","business"
"2301 S Decatur Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","yZIA98HUgPYx4BY8iZr3IA","Fast Food,Restaurants","Las Vegas","",1,36.1458129,-115.2076281,"Jack in the Box","Westside",89102,15,2.5,"NV","business"
"7851 W Charleston Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: True,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: free","kaFItSnFuTSpmohv2jDbrQ","Burgers,Fast Food,Restaurants","Las Vegas","",1,36.1586268,-115.2630618,"McDonald's","Westside",89117,22,2,"NV","business"
"545 E Twain Ave","BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True","r8WvwxtzK2QAMAciMANz6w","Mexican,Restaurants,Fast Food","Las Vegas","",0,36.1211406,-115.1502484,"Roberto's Taco Shop","Eastside",89169,4,3.5,"NV","business"
"5655 Centennial Center Blvd","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","lKH_cqeaeVpHdsO2dK58OA","Restaurants,Burgers","Las Vegas","Monday 10:0-22:0,Tuesday 10:0-22:0,Wednesday 10:0-22:0,Thursday 10:0-22:0,Friday 10:0-22:0,Saturday 10:0-22:0,Sunday 10:0-22:0",1,36.2644291578,-115.257308033,"Smashburger","Centennial",89149,226,3.5,"NV","business"
"7251 W. Azure Drive","BusinessAcceptsCreditCards: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},RestaurantsGoodForGroups: True,RestaurantsTakeOut: True","bAdwf-n52f46-ZjlfJ1Hwg","Restaurants,Mexican","Las Vegas","",1,36.2730007,-115.2520114,"Robertos Taco Shop","Centennial",89130,17,2.5,"NV","business"
"7315 Arroyo Crossing Pkwy","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","pRlO48w4GkWEPEYIH2tHsw","American (Traditional),French,Restaurants,Breakfast & Brunch","Las Vegas","Monday 7:0-22:0,Tuesday 7:0-22:0,Wednesday 7:0-22:0,Thursday 7:0-22:0,Friday 7:0-23:0,Saturday 7:0-23:0,Sunday 7:0-22:0",0,36.061812,-115.251761,"Mimi's Cafe","Spring Valley",89113,66,3,"NV","business"
"3950 Las Vegas Blvd S","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True},Caters: False,DogsAllowed: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 3,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","PL3cimEUfNHlenOGSOAdJg","Japanese,Sushi Bars,Restaurants","Las Vegas","Monday 17:0-22:0,Tuesday 17:0-22:0,Wednesday 17:0-22:0,Thursday 17:0-22:0,Friday 17:0-23:0,Saturday 17:0-23:0,Sunday 17:0-22:0",1,36.0919655,-115.1730561,"Kumi Japanese Restaurant + Bar","The Strip",89119,284,3.5,"NV","business"
"9090 Alta Dr","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","E-3LCDxXg8ojxDe4c7VZ1g","American (Traditional),Restaurants,American (New)","Las Vegas","",0,36.1691517,-115.2913521,"T.G.I. Friday's","Westside",89145,45,3,"NV","business"
"325 Convention Center Dr","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: True,NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: free","6beJGNWviNq_VbODEULexA","Restaurants,American (New),Cafes","Las Vegas","",1,36.131896,-115.157168,"Cafe325","Eastside",89109,16,3.5,"NV","business"
"1350 E Flamingo Rd, Mission Center","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BusinessAcceptsCreditCards: False,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},NoiseLevel: quiet,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True","PeEfojzwaDez7PyIIktXgA","Beer,Wine & Spirits,Food,Breakfast & Brunch,Restaurants","Las Vegas","",1,36.1151853228,-115.13525527,"Dotty's","Eastside",89109,4,2,"NV","business"
"3900 S Paradise Rd","Alcohol: full_bar,Ambience: {'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},Caters: False,CoatCheck: False,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: dressy,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 4,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: no,WheelchairAccessible: True,WiFi: no","mRgTkfoI3L-89a0oNMGAOA","Seafood,Arts & Entertainment,Nightlife,Steakhouses,Restaurants,Music Venues","Las Vegas","Tuesday 16:0-22:0,Wednesday 16:0-22:0,Thursday 16:0-22:0,Friday 16:0-22:0,Saturday 16:0-22:0",0,36.1186973,-115.1542695,"Kelly's Prime Steak & Seafood","Eastside",89169,34,2.5,"NV","business"
"1 S Main St","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True","oupRStsBHVRsxhrEm8-DgA","Restaurants,Sandwiches,Fast Food","Las Vegas","",1,36.1721756,-115.1468294,"Subway","Downtown",89101,6,3,"NV","business"
"2055 E Tropicana Ave, Ste 9","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: False,WiFi: free","dlNMXG9-BWsPGom0_lCCNQ","Chicken Wings,Restaurants,Peruvian,Latin American","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-21:0,Saturday 9:0-21:0,Sunday 9:0-20:0",1,36.1002598,-115.1251555,"Perú Chicken","Southeast",89119,82,4.5,"NV","business"
"150 Las Vegas Blvd N, Ste 100","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True},BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},Caters: False,CoatCheck: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: no,WheelchairAccessible: True,WiFi: free","iJ4uoZkPNJ39Vfh0HirI3w","Ramen,Sushi Bars,Japanese,Bars,Asian Fusion,Restaurants,Cocktail Bars,Nightlife","Las Vegas","Monday 11:0-22:0,Tuesday 16:0-22:0,Wednesday 16:0-22:0,Thursday 16:0-22:0,Friday 16:0-0:0,Saturday 16:0-0:0,Sunday 16:0-22:0",0,36.1700878,-115.1396153,"Itsy Bitsy","Downtown",89101,333,4,"NV","business"
"3667 Las Vegas Blvd S","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True},Caters: True,DogsAllowed: False,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","T0Uw6vwwfO3el29wBoDamQ","Restaurants,Hot Dogs,Fast Food","Las Vegas","Monday 11:0-0:0,Tuesday 11:0-0:0,Wednesday 11:0-0:0,Thursday 11:0-0:0,Friday 11:0-3:0,Saturday 11:0-3:0,Sunday 11:0-0:0",1,36.109413,-115.172353,"Pink's Hot Dogs","The Strip",89109,862,3,"NV","business"
"3786 S Las Vegas Blvd, Bldg D3","Alcohol: full_bar,BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,GoodForKids: True,HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True},GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","JXAMnijxRrW-jXHGvDJzzg","American (Traditional),Restaurants,Pizza","Las Vegas","Monday 10:30-0:0,Tuesday 10:30-0:0,Wednesday 10:30-0:0,Thursday 10:30-0:0,Friday 11:0-2:0,Saturday 11:0-2:0,Sunday 10:30-0:0",1,36.1031664,-115.1752247,"California Pizza Kitchen","The Strip",89109,44,4.5,"NV","business"
"4550 S Maryland Pkwy","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True},HasTV: False,NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: True,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","5XqlvHsByE4GFgTZtZDXgQ","Restaurants,Indian,Food,Specialty Food,Ethnic Food","Las Vegas","Monday 10:0-22:0,Tuesday 10:0-22:0,Wednesday 10:0-22:0,Thursday 10:0-22:0,Friday 10:0-22:0,Saturday 10:0-22:0,Sunday 10:0-22:0",0,36.1066731819,-115.136769742,"Indian Bowl Cuisine","University",89119,25,4,"NV","business"
"812 W Ann Rd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,CoatCheck: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: loud,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: yes,WheelchairAccessible: True,WiFi: free","n0tnioUYabmpBrTwmIq08Q","Nightlife,Restaurants,Sports Bars,Pubs,American (New),Bars","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.262122,-115.153581,"PT's","",89031,31,3,"NV","business"
"6271 N Decatur Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no,Caters: True","Y91-sIlVyH6v4YM6sTINAw","Restaurants,Mexican,Fast Food","Las Vegas","Monday 10:0-23:0,Tuesday 10:0-23:0,Wednesday 10:0-23:0,Thursday 10:0-23:0,Friday 10:0-23:0,Saturday 10:0-23:0,Sunday 10:0-23:0",1,36.271655455,-115.207101591,"El Pollo Loco","Centennial",89130,33,2,"NV","business"
